taxonKey,scientificName,n_occurrences_natura,n_sites,n_ms,year_min,year_max,n_years,temporal_span,temporal_completeness
7191206,"Pandion haliaetus haliaetus (Linnaeus, 1758)",146,79,14,1851,2025,15,174,0.08571428571428572
7191237,"Bubo bubo bubo (Linnaeus, 1758)",1,1,1,2017,2017,1,0,1.0
7191243,"Asio flammeus flammeus (Pontoppidan, 1763)",17,11,4,1973,2025,6,52,0.11320754716981132
7191345,"Porphyrio porphyrio porphyrio (Linnaeus, 1758)",4,2,1,2004,2007,2,3,0.5
7191388,"Chlamydotis undulata undulata (Jacquin, 1784)",2,2,1,2013,2014,2,1,1.0
7191393,"Otis tarda tarda Linnaeus, 1758",30,7,4,2012,2024,8,12,0.6153846153846154
7191436,"Alcedo atthis atthis (Linnaeus, 1758)",6,4,3,2015,2025,2,10,0.18181818181818182
7191480,"Coracias garrulus garrulus Linnaeus, 1758",56,21,6,2008,2025,11,17,0.6111111111111112
7192406,"Sternula albifrons albifrons (Pallas, 1764)",78,26,7,1934,2025,11,91,0.11956521739130435
7192407,"Chlidonias niger niger (Linnaeus, 1758)",57,39,8,1898,2025,17,127,0.1328125
7192419,"Sterna hirundo hirundo Linnaeus, 1758",538,93,12,1865,2025,37,160,0.22981366459627328
7192421,"Sterna dougallii dougallii Montagu, 1813",91,20,2,1865,2016,15,151,0.09868421052631579
7192423,"Gelochelidon nilotica nilotica (J.F.Gmelin, 1789)",74,12,4,1902,2025,21,123,0.1693548387096774
7192445,"Charadrius alexandrinus alexandrinus Linnaeus, 1758",9,5,2,1898,1975,5,77,0.0641025641025641
7192455,"Glareola pratincola pratincola (Linnaeus, 1766)",23,17,6,1900,2024,10,124,0.08
7192460,"Limosa lapponica lapponica (Linnaeus, 1758)",11,9,4,2013,2024,6,11,0.5
7192548,"Picoides tridactylus tridactylus (Linnaeus, 1758)",8,7,3,2016,2025,5,9,0.5
7192601,"Dendrocopos medius medius (Linnaeus, 1758)",5,4,2,1863,2024,3,161,0.018518518518518517
7192606,"Dendrocopos leucotos leucotos (Bechstein, 1802)",39,13,4,2013,2025,12,12,0.9230769230769231
7192750,"Pterocles orientalis orientalis (Linnaeus, 1758)",94,13,2,2012,2025,13,13,0.9285714285714286
7192773,"Calonectris diomedea diomedea (Scopoli, 1769)",8,3,1,1973,1993,4,20,0.19047619047619047
7340145,"Bonasa bonasia bonasia (Linnaeus, 1758)",1,1,1,2014,2014,1,0,1.0
7340500,"Lullula arborea arborea (Linnaeus, 1758)",7,7,5,1873,2019,6,146,0.04081632653061224
7340557,"Galerida theklae theklae A.E.Brehm, 1857",22,14,2,2016,2024,6,8,0.6666666666666666
7340694,"Oenanthe leucura leucura (Gmelin, 1789)",14,8,1,2014,2025,5,11,0.4166666666666667
7340739,"Calandrella brachydactyla brachydactyla (Leisler, 1814)",15,8,2,2016,2024,5,8,0.5555555555555556
7340762,"Melanocorypha calandra calandra (Linnaeus, 1766)",20,10,3,2014,2025,7,11,0.5833333333333334
7340842,"Chersophilus duponti duponti (Vieillot, 1824)",106,4,1,2011,2025,9,14,0.6
7340902,"Saxicola dacotiae dacotiae (Meade-Waldo, 1889)",218,12,1,2007,2025,15,18,0.7894736842105263
7341288,"Acrocephalus melanopogon melanopogon (Temminck, 1823)",5,4,3,2016,2023,3,7,0.375
7341736,"Pyrrhocorax pyrrhocorax pyrrhocorax (Linnaeus, 1758)",12,5,1,2015,2024,4,9,0.4
7342032,"Sylvia undata undata (Boddaert, 1783)",13,8,1,1948,2019,5,71,0.06944444444444445
7345621,"Sterna albifrons albifrons Pallas, 1764",3,1,1,1946,1946,1,0,1.0
7346148,Ficedula parva parva,2,1,1,1911,1911,1,0,1.0
7406504,"Ichthyaetus audouinii (Payraudeau, 1826)",7522,328,10,1902,2025,39,123,0.31451612903225806
7477624,"Clanga clanga (Pallas, 1811)",2383,152,14,1966,2025,53,59,0.8833333333333333
7582798,"Aquila pennata (J.F.Gmelin, 1788)",12,8,2,2010,2021,5,11,0.4166666666666667
7745240,"Lanius collurio Linnaeus, 1758",171363,5211,25,1885,2025,87,140,0.6170212765957447
7848194,"Alauda arborea Linnaeus, 1758",2,2,1,2014,2014,1,0,1.0
7869555,"Bonasia bonasia (Linnaeus, 1758)",193,5,2,1998,2014,16,16,0.9411764705882353
7871104,"Falco aeruginosus Linnaeus, 1758",5,4,1,2009,2014,3,5,0.5
8014966,"Falco biarmicus Temminck, 1825",104,37,8,1980,2025,25,45,0.5434782608695652
8069880,"Falco rusticolus Linnaeus, 1758",7391,219,7,1910,2025,61,115,0.5258620689655172
8089749,Asio accipitrinus (Pallas),6,3,1,2012,2013,2,1,1.0
8109681,"Caprimulgus europaeus Linnaeus, 1758",27270,1705,24,1938,2025,74,87,0.8409090909090909
8151548,"Ichthyaetus melanocephalus (Temminck, 1820)",30928,995,22,1956,2025,61,69,0.8714285714285714
8250742,"Calidris pugnax (Linnaeus, 1758)",244232,1902,27,1873,2025,85,152,0.5555555555555556
8256382,"Clanga pomarina (C.L.Brehm, 1831)",2578,288,20,1964,2025,46,61,0.7419354838709677
8297139,"Pyrrhocorax pyrrhocorax erythroramphos (Vieillot, 1817)",88,35,4,2011,2025,12,14,0.8
8312809,"Milvus korschun (Gmelin, 1771)",4,4,1,2007,2013,2,6,0.2857142857142857
8379871,"Tetrao tetrix Linnaeus, 1758",2050,113,5,1916,2024,35,108,0.3211009174311927
8387721,"Motacilla svecica Linnaeus, 1758",18,2,1,2012,2013,2,1,1.0
8773033,"Dendrocoptes medius (Linnaeus, 1758)",5667,709,22,1865,2025,40,160,0.2484472049689441
8872650,"Lagopus mutus pyrenaicus Hartert, 1921",20,4,1,2012,2013,2,1,1.0
8873117,"Falco peregrinus peregrinus Tunstall, 1771",97,40,6,1899,2023,26,124,0.208
8909329,"Alectoris graeca orlandoi Priolo, 1984",2,2,1,2022,2022,1,0,1.0
8929724,"Lanius collurio collurio Linnaeus, 1758",4,1,1,1911,1935,3,24,0.12
8990614,"Ixobrychus minutus dubius Mathews, 1912",3,1,1,2019,2019,1,0,1.0
9038122,"Dendrocoptes medius medius (Linnaeus, 1758)",27,13,5,2014,2024,6,10,0.5454545454545454
9119067,"Ardea purpurea purpurea Linnaeus, 1766",67,40,10,1987,2025,16,38,0.41025641025641024
9272513,"Zapornia parva (Scopoli, 1769)",2027,311,21,1964,2025,41,61,0.6612903225806451
9272607,"Hydrobates castro (Harcourt, 1851)",62,14,2,2005,2024,13,19,0.65
9299354,"Zapornia pusilla (Pallas, 1776)",936,63,12,1933,2025,31,92,0.3333333333333333
9330514,"Galerida theklae A.E.Brehm, 1857",7388,325,3,1968,2025,42,57,0.7241379310344828
9367409,"Sterna hirundo Linnaeus, 1758",227149,2872,25,1870,2025,95,155,0.6089743589743589
9372299,Anarhynchus alexandrinus,24047,484,19,1974,2025,36,51,0.6923076923076923
9400547,"Tetrastes bonasia volgensis (Buturlin, 1907)",2,1,1,2017,2017,1,0,1.0
9415698,"Zapornia pusilla intermedia (Hermann, 1804)",1,1,1,2008,2008,1,0,1.0
9461262,"Hydrobates leucorhous (Vieillot, 1818)",262,72,8,1934,2025,35,91,0.3804347826086957
9531524,"Limosa lapponica baueri J.F.Naumann, 1836",2,2,1,2018,2018,1,0,1.0
9534713,Circaetus gallicus gallicus,39,18,4,2018,2025,5,7,0.625
9568608,"Falco peregrinus pelegrinoides Temminck, 1829",592,67,1,1984,2025,23,41,0.5476190476190477
9584698,"Falco naumanni J.G.Fleischer, 1818",13330,361,15,1895,2025,58,130,0.44274809160305345
9595712,"Falco peregrinus calidus Latham, 1790",41,19,4,2010,2024,11,14,0.7333333333333333
9607275,"Alcedo atthis corsicana Laubmann, 1920",1,1,1,2014,2014,1,0,1.0
9691034,"Phoenicopterus ruber Linnaeus, 1758",476,55,10,1915,2025,38,110,0.34234234234234234
9777401,"Luscinia svecica cyanecula (Wolf, 1810)",131,27,1,1984,2022,13,38,0.3333333333333333
9789837,"Picus canus canus J.F.Gmelin, 1788",7,4,2,1922,2019,5,97,0.05102040816326531
9813242,"Falco columbarius Linnaeus, 1758",78881,1861,23,1881,2025,87,144,0.6
9961103,Curruca undata undata,16,11,3,2014,2025,6,11,0.5
10233847,"Curruca sarda (Temminck, 1820)",159,39,3,2005,2025,17,20,0.8095238095238095
10355796,"Curruca undata (Boddaert, 1783)",6095,540,4,1995,2025,23,30,0.7419354838709677
10362259,"Leiopicus medius (Linnaeus, 1758)",9305,890,16,1907,2025,55,118,0.46218487394957986
10449569,"Curruca ruppeli (Temminck, 1823)",674,28,4,1993,2025,24,32,0.7272727272727273
10498943,"Cyanecula svecica (Linnaeus, 1758)",6506,483,15,1968,2025,56,57,0.9655172413793104
10601114,"Curruca undata dartfordiensis (Latham, 1787)",4,4,1,2017,2023,3,6,0.42857142857142855
10921434,"Curruca undata toni (Hartert & Ejo, 1909)",2,2,1,2015,2015,1,0,1.0
10940700,"Curruca melanothorax (Tristram, 1872)",562,21,1,2001,2025,18,24,0.72
10962505,Curruca nisoria nisoria,5,5,2,1926,2025,3,99,0.03
10983621,"Curruca nisoria (Bechstein, 1792)",1347,178,20,1898,2025,37,127,0.2890625
11340452,Hydrobates leucorhous leucorhous,10,4,2,1911,2023,3,112,0.02654867256637168
11356620,"Calonectris borealis (Cory, 1881)",4076,39,2,1865,2021,21,156,0.1337579617834395
11356939,"Gulosus aristotelis desmarestii (Payraudeau, 1826)",998,258,9,2003,2025,23,22,1.0
11358002,Haliaetus albicilla (L.),8,6,2,2010,2010,1,0,1.0
12030878,"Cyanecula svecica cyanecula (Meisner, 1804)",3636,223,9,1964,2025,56,61,0.9032258064516129
