taxonKey,scientificName,n_occurrences_natura,n_sites,n_ms,year_min,year_max,n_years,temporal_span,temporal_completeness
4470919,"Carabus concolor Fabricius, 1792",6,4,1,2018,2023,5,5,0.8333333333333334
4470931,"Carabus steuartii A.Deyrolle, 1852",58,10,1,1973,1992,7,19,0.35
4470932,"Carabus monticola Dejean, 1826",30,7,2,1951,2025,12,74,0.16
4470943,"Carabus alysidotus Illiger, 1798",14,6,2,1908,2021,6,113,0.05263157894736842
4470949,"Carabus rossii Dejean, 1826",29,16,1,1955,2025,9,70,0.1267605633802817
4470957,"Carabus nemoralis prasinotinctus Heyden, 1880",18,18,2,2018,2025,5,7,0.625
4470961,"Carabus montivagus Palliardi, 1825",1,1,1,2023,2023,1,0,1.0
4470975,"Carabus wiedemanni Ménétriés, 1836",4,2,1,2016,2022,2,6,0.2857142857142857
4470976,"Carabus wiedemanni wiedemanni Ménétriés, 1836",14,2,1,2016,2019,4,3,1.0
4470979,"Carabus creutzeri Fabricius, 1801",71,20,4,1983,2024,16,41,0.38095238095238093
4470987,"Carabus irregularis Fabricius, 1792",107,47,7,2005,2025,12,20,0.5714285714285714
4470988,"Carabus irregularis irregularis Fabricius, 1792",19,10,3,1924,1988,10,64,0.15384615384615385
4470994,"Carabus fabricii Duftschmid, 1812",7,6,1,2008,2023,4,15,0.25
4470998,"Carabus fabricii koralpicus Sokolar, 1910",1,1,1,,,0,,
4471000,"Carabus depressus depressus Bonelli, 1810",3,3,2,2003,2021,3,18,0.15789473684210525
4471007,"Carabus depressus lucens Schaum, 1856",1,1,1,2025,2025,1,0,1.0
4471008,"Carabus lefebvrei Dejean, 1826",20,7,1,1998,2025,3,27,0.10714285714285714
4471016,"Carabus intricatus Linnaeus, 1760",1506,462,19,1912,2025,58,113,0.5087719298245614
4471032,"Carabus arcadicus Gistel, 1848",10,3,1,2024,2025,2,1,1.0
4471036,"Carabus melancholicus Fabricius, 1798",131,48,2,1977,2025,22,48,0.4489795918367347
4471042,"Carabus convexus Fabricius, 1775",302,136,18,1901,2025,45,124,0.36
4471045,"Carabus convexus dilatatus Dejean, 1826",3,3,2,1972,2021,2,49,0.04
4471070,"Carabus marginalis Fabricius, 1794",1,1,1,2023,2023,1,0,1.0
4471071,"Carabus nitens Linnaeus, 1758",717,71,9,1940,2025,45,85,0.5232558139534884
4471072,"Carabus auriculatus Putzeys, 1872",3,3,1,2012,2022,2,10,0.18181818181818182
4471076,"Carabus pyrenaeus Audinet-Serville, 1821",7,6,1,1991,2021,4,30,0.12903225806451613
4471082,"Carabus rugosus Fabricius, 1792",100,44,3,1985,2025,18,40,0.43902439024390244
4471092,"Carabus morbillosus Fabricius, 1792",33,20,3,1991,2025,9,34,0.2571428571428571
4471102,"Carabus preslii Dejean, 1830",26,4,2,1998,2022,3,24,0.12
4471113,"Carabus glabratus Paykull, 1790",692,302,16,1925,2025,45,100,0.44554455445544555
4471114,"Carabus glabratus glabratus Paykull, 1790",19,11,3,1938,2004,8,66,0.11940298507462686
4471117,"Carabus glabratus gibbosus Heyden, 1866",3,1,1,1977,1979,2,2,0.6666666666666666
4471120,"Carabus amplipennis Lapouge, 1925",256,41,2,1973,2025,33,52,0.6226415094339622
4471125,"Carabus hortensis Linnaeus, 1758",963,410,15,1942,2025,50,83,0.5952380952380952
4471128,"Carabus ghilianii LaFerté-Sénectère, 1847",3,3,1,2023,2023,1,0,1.0
4471130,"Carabus ghiliani negrei (Breuning, 1966)",10,4,1,1985,1988,3,3,0.75
4471131,"Carabus guadarramus LaFerté-Sénectère, 1847",37,15,1,1987,2025,10,38,0.2564102564102564
4471132,"Carabus hungaricus Fabricius, 1792",10,2,1,2024,2025,2,1,1.0
4471138,"Carabus graecus Dejean, 1826",13,11,3,2017,2025,4,8,0.4444444444444444
4471149,"Carabus cavernosus variolatus O.G.Costa, 1839",6,2,1,2018,2025,3,7,0.375
4485547,"Aradus angularis J.Sahlberg, 1886",56,32,3,1998,2024,10,26,0.37037037037037035
4525268,"Eriogaster catax (Linnaeus, 1767)",670,124,12,1920,2025,44,105,0.41509433962264153
4526928,"Actias isabellae (Graells, 1849)",38,24,2,1999,2024,11,25,0.4230769230769231
4532532,"Euplagia quadripunctaria (Poda, 1761)",12694,2106,19,1938,2025,45,87,0.5113636363636364
4534360,"Dioszeghyana schmidtii Diószeghy, 1935",5,5,2,2022,2024,3,2,1.0
4535092,"Pseudophilotes bavius (Ivirsmann, 1832)",10,6,3,2005,2024,6,19,0.3
4535165,"Phengaris nausithous (Bergsträsser, 1779)",2090,349,11,1919,2025,39,106,0.3644859813084112
4535168,"Phengaris arion (Linnaeus, 1758)",3610,544,20,1898,2025,91,127,0.7109375
4535433,"Argynnis elisa Godart, 1823",52,13,2,1985,2025,14,40,0.34146341463414637
4535614,"Lopinga achine (Scopoli, 1763)",1979,288,14,1893,2025,63,132,0.47368421052631576
4535689,"Proterebia afra (Fabricius, 1787)",45,19,2,1987,2025,10,38,0.2564102564102564
4535809,"Euphydryas aurinia (Rottemburg, 1775)",52407,938,22,1852,2025,108,173,0.6206896551724138
4535817,"Euphydryas maturna (Linnaeus, 1758)",4150,162,15,1907,2025,60,118,0.5042016806722689
4559558,"Unio crassus Philipsson, 1788",2367,161,15,1800,2025,40,225,0.17699115044247787
4559561,"Unio crassus batavus Nilsson, 1822",2,2,1,,,0,,
4559571,"Unio crassus cytherea Küster, 1833",2,2,1,1926,1926,1,0,1.0
4559608,"Unio elongatulus C.Pfeiffer, 1825",133,40,2,2017,2025,9,8,1.0
4559642,"Microcondylaea compressa (Menke, 1830)",1,1,1,,,0,,
4559651,"Margaritifera auricularia (Spengler, 1793)",31,7,2,1982,2025,5,43,0.11363636363636363
4560905,"Bythinella pannonica (Frauenfeld, 1865)",6,4,2,2024,2025,2,1,1.0
4561959,"Theodoxus prevostianus (C.Pfeiffer, 1828)",5,3,1,1925,1966,2,41,0.047619047619047616
4562023,"Theodoxus transversalis (C.Pfeiffer, 1828)",5,4,2,1922,1983,2,61,0.03225806451612903
4562143,"Anisus vorticulus (Troschel, 1834)",716,57,5,1930,2023,40,93,0.425531914893617
4563479,"Drobacia banatica (Rossmässler, 1838)",12,9,2,2015,2025,6,10,0.5454545454545454
4564441,"Geomalacus maculosus Allman, 1843",107,29,3,1964,2025,16,61,0.25806451612903225
4567182,"Vertigo angustior Jeffreys, 1830",2038,359,11,1850,2025,96,175,0.5454545454545454
4567211,"Vertigo genesii (Gredler, 1856)",427,79,3,1950,2024,42,74,0.56
4567215,"Vertigo moulinsiana (Dupuy, 1849)",1260,168,8,1967,2024,28,57,0.4827586206896552
4567251,"Vertigo geyeri Lindholm, 1925",1292,275,8,1917,2025,78,108,0.7155963302752294
4719984,"Oreocarabus Géhin, 1876",2,2,1,2023,2023,1,0,1.0
4749570,"Platycarabus Morawitz, 1886",1,1,1,2023,2023,1,0,1.0
4753250,"Megodontus Solier, 1848",12,10,5,2019,2025,5,6,0.7142857142857143
4820076,"Elaphe longissima (Laurenti, 1768)",166,25,4,1885,2023,37,138,0.26618705035971224
4820419,"Montivipera xanthina (Gray, 1849)",52,10,1,2007,2025,15,18,0.7894736842105263
4925772,Noccaea montana var. montana,61,24,1,1993,2013,13,20,0.6190476190476191
4928064,Raphanus sativus var. oleiformis Pers.,33,15,3,2014,2025,7,11,0.5833333333333334
4928420,Narcissus triandrus subsp. triandrus,81,37,2,1956,2025,22,69,0.3142857142857143
4928424,Narcissus nobilis (Haw.) Schult. & Schult.f.,132,19,1,1982,2023,6,41,0.14285714285714285
4929557,Teline rosmarinifolia Webb & Berthel.,4,3,1,2016,2022,2,6,0.2857142857142857
4930561,Paeonia officinalis subsp. banatica (Rochel) Soó,13,4,2,2006,2024,5,18,0.2631578947368421
4931003,Teucrium lepicephalum Pau,89,3,1,1992,2023,16,31,0.5
4931365,Aquilegia bernardii Gren. & Godr.,168,15,1,1878,2025,31,147,0.20945945945945946
4931412,Ranunculus acris subsp. friesianus (Jord.) Rouy & Foucaud,12,10,3,1980,2017,6,37,0.15789473684210525
4931486,Pulsatilla pratensis subsp. nigricans (Störck) Zämelis,500,56,7,1869,2025,30,156,0.1910828025477707
4931699,Dianthus pseudarmeria M.Bieb.,3,3,2,1971,2024,2,53,0.037037037037037035
4931709,Dianthus cintranus subsp. charidemi (Pau) Tutin,1,1,1,1979,1979,1,0,1.0
4932834,Stipa pennata subsp. eriocaulis (Borbás) Martinovský & Skalický,74,25,2,1979,2022,20,43,0.45454545454545453
4933567,Senecio nemorensis subsp. fuchsii (C.Gmelin) Celak,3,3,2,2019,2023,2,4,0.4
4933568,Senecio angulatus L.fil.,960,236,6,1984,2025,30,41,0.7142857142857143
4939647,Kosteletzkya pentacarpos (L.) Ledeb.,1172,12,2,1925,2024,35,99,0.35
5004273,"Pilemia tigrina Sama, 2003",3,3,1,2021,2024,2,3,0.5
5007652,"Rhysodes sulcatus (Fabricius, 1787)",38,22,5,1957,2025,16,68,0.2318840579710145
5051794,"Lindenia tetraphylla (Vander Linden, 1825)",424,67,4,1985,2025,21,40,0.5121951219512195
5051901,"Stylurus flavipes (Charpentier, 1825)",462,98,16,1911,2025,27,114,0.23478260869565218
5051921,"Gomphus graslinii Rambur, 1842",1040,92,3,1981,2025,29,44,0.6444444444444445
5051950,"Gomphus flavipes (Charpentier, 1825)",2126,56,5,1989,2025,27,36,0.7297297297297297
5096208,"Saga serrata (Fabricius, 1793)",2,2,1,1904,1904,1,0,1.0
5124512,"Graellsia isabellae Graëlls, 1849",209,56,2,1975,2025,39,50,0.7647058823529411
5131860,"Apatura metis Frey, 1829",211,45,5,1987,2025,17,38,0.4358974358974359
5134469,"Erebia euryale Esper, 1777",4437,382,13,1871,2025,113,154,0.7290322580645161
5134543,"Erebia alberganus von Prunner, 1798",3033,166,6,1886,2025,81,139,0.5785714285714286
5134569,"Erebia eriphyle (Freyer, 1836)",142,21,3,1901,2025,52,124,0.416
5134583,"Erebia palarica Chapman, 1905",372,25,1,1976,2025,27,49,0.54
5134601,"Erebia orientalis Elwes, 1900",22,6,1,2011,2025,10,14,0.6666666666666666
5134607,"Erebia gorgone Boisduval, 1833",276,43,3,1979,2025,29,46,0.6170212765957447
5134621,"Erebia zapateri Oberthür, 1875",76,10,1,1984,2024,17,40,0.4146341463414634
5134659,"Erebia montanus von Prunner, 1798",567,33,3,1890,2023,77,133,0.5746268656716418
5134667,"Erebia embla Thunberg, 1791",51,40,2,1973,2025,21,52,0.39622641509433965
5134682,"Erebia ligea (Linnaeus, 1758)",6190,969,18,1876,2025,101,149,0.6733333333333333
5134686,"Erebia epistygne Hübner, 1816",584,54,2,1899,2025,63,126,0.49606299212598426
5134693,"Erebia disa Thunberg, 1791",46,13,2,1979,2025,15,46,0.3191489361702128
5134787,"Erebia evias Godart, 1822",2,2,1,1965,1965,1,0,1.0
5134788,"Erebia aethiopellus Hoffmannsegg, 1806",474,28,2,1911,2023,60,112,0.5309734513274337
5134795,"Erebia sthennyo Graslin, 1850",53,21,2,1976,2024,18,48,0.3673469387755102
5134808,"Erebia sudetica Staudinger, 1861",19,8,3,1967,2017,5,50,0.09803921568627451
5134815,"Erebia manto Esper, 1777",723,110,9,1848,2025,104,177,0.5842696629213483
5134820,"Erebia flavofasciata Heyne, 1895",1,1,1,2000,2000,1,0,1.0
5134837,"Erebia melampus Füssly, 1775",1144,108,4,1856,2025,91,169,0.5352941176470588
5134843,"Erebia rondoui Oberthür, 1908",499,54,2,1979,2025,31,46,0.6595744680851063
5134884,"Erebia nivalis Lorkovic & De Lesse, 1954",160,11,2,1904,2024,42,120,0.34710743801652894
5134917,"Erebia ottomana Herrich-Schäffer, 1847",251,35,5,1976,2025,21,49,0.42
5134971,"Erebia claudina Borkhausen, 1788",117,5,1,1874,2021,23,147,0.1554054054054054
5134975,"Erebia neleus Freyer, 1833",3,3,2,2016,2020,2,4,0.4
5135090,"Erebia hispania Butler, 1868",110,7,2,1965,2025,15,60,0.2459016393442623
5135129,"Erebia cassiope Fabricius, 1787",1,1,1,,,0,,
5135180,"Erebia dromus Herrich-Schäffer, 1844",1,1,1,,,0,,
5135191,"Erebia aethiops Esper, 1777",5463,570,15,1889,2025,98,136,0.7153284671532847
5135199,"Erebia scipio Boisduval, 1832",137,19,1,1923,2025,42,102,0.4077669902912621
5135295,"Erebia carmenta Fruhstorfer, 1909",5,1,1,2008,2008,1,0,1.0
5135314,"Erebia calcarius Lorkovic, 1953",132,8,3,1987,2025,15,38,0.38461538461538464
5135370,"Erebia rhodopensis Nicholl, 1900",4,1,1,2008,2016,2,8,0.2222222222222222
5135385,"Erebia ceto Hübner, 1803",1,1,1,,,0,,
5137708,"Colias myrmidone (Esper, 1781)",10,6,4,1919,2025,6,106,0.056074766355140186
5137908,"Leptidea morsei Fenton, 1881",14,12,3,1910,2020,8,110,0.07207207207207207
5140411,"Polyommatus eroides Frivaldsky, 1835",1,1,1,2016,2016,1,0,1.0
5141262,"Zerynthia polyxena (Denis & Schiffermüller) , 1775",4544,348,15,1905,2025,67,120,0.5537190082644629
5185014,"Corallium rubrum (Linnaeus, 1758)",362,29,3,1980,2020,19,40,0.4634146341463415
5203115,"Umbra krameri Walbaum, 1792",11,5,2,1958,2016,5,58,0.0847457627118644
5203912,"Valencia letourneuxi (Sauvage, 1880)",2,1,1,1982,1982,1,0,1.0
5203914,"Valencia hispanica (Valenciennes, 1846)",949,14,1,1980,2024,32,44,0.7111111111111111
5203999,"Thymallus thymallus (Linnaeus, 1758)",20446,255,14,1860,2025,109,165,0.6566265060240963
5206372,"Barbus comiza Steindachner, 1864",87,7,1,,,0,,
5206714,"Barbus peloponnesius Valenciennes, 1842",1,1,1,2016,2016,1,0,1.0
5206716,"Barbus petenyi Heckel, 1852",1,1,1,2024,2024,1,0,1.0
5206749,"Barbus balcanicus Kotlík, Tsigenopoulos, Ráb & Berrebi, 2002",11,8,3,2013,2024,6,11,0.5
5206759,"Barbus fluviatilis Fitzinger, 1832",261,37,1,1978,2022,39,44,0.8666666666666667
5206784,"Barbus fucini Costa, 1853",1,1,1,2023,2023,1,0,1.0
5206849,"Barbus bocagei Steindachner, 1864",28,2,1,,,0,,
5206966,"Barbus macedonicus Karaman, 1928",1,1,1,2022,2022,1,0,1.0
5207307,"Barbus haasi Mertens, 1925",300,28,1,2003,2023,19,20,0.9047619047619048
5207310,"Barbus plebejus Bonaparte, 1839",17,11,3,2008,2022,8,14,0.5333333333333333
5216588,"Bufo viridis Laurenti, 1768",679,48,7,1938,2025,38,87,0.4318181818181818
5216775,"Bufo calamita Laurenti, 1768",924,151,8,1905,2025,44,120,0.36363636363636365
5218405,"Lissotriton vulgaris (Linnaeus, 1758)",10195,1514,24,1904,2025,55,121,0.45081967213114754
5218406,"Lissotriton italicus (Peracca, 1898)",48,27,1,1986,2025,10,39,0.25
5218409,"Lissotriton montandoni (Boulenger, 1880)",318,37,4,2000,2025,17,25,0.6538461538461539
5218464,"Pipistrellus kuhlii (Kuhl, 1817)",3017,123,10,2000,2025,22,25,0.8461538461538461
5218465,"Pipistrellus pipistrellus (Schreber, 1774)",16968,858,21,1977,2025,39,48,0.7959183673469388
5218471,"Pipistrellus nathusii (Keyserling & Blasius, 1839)",4645,504,16,1977,2025,39,48,0.7959183673469388
5218484,"Pipistrellus savii (Bonaparte, 1837)",20,4,3,2004,2016,2,12,0.15384615384615385
5218507,"Plecotus auritus (Linnaeus, 1758)",2553,551,22,1967,2025,47,58,0.7966101694915254
5218519,"Plecotus teneriffae Barrett-Hamilton, 1907",12,2,1,2010,2021,3,11,0.25
5218522,"Nyctalus leisleri (Kuhl, 1817)",2926,299,15,1997,2025,29,28,1.0
5218523,"Nyctalus azoreum (Thomas, 1901)",88,14,1,1981,2025,9,44,0.2
5218524,"Nyctalus noctula (Schreber, 1774)",5458,862,20,1976,2025,47,49,0.94
5218525,"Nyctalus lasiopterus (Schreber, 1780)",1753,26,6,2005,2022,15,17,0.8333333333333334
5218878,"Martes martes (Linnaeus, 1758)",4565,1328,25,1950,2025,53,75,0.6973684210526315
5218880,"Martes martes minoricensis Alcover, Delibes, Gosálbez & Nadal, 1987",7,5,1,2012,2022,3,10,0.2727272727272727
5218911,"Mustela putorius Linnaeus, 1758",1844,589,20,1963,2025,47,62,0.746031746031746
5219007,"Mustela lutreola (Linnaeus, 1761)",26,12,1,2010,2013,4,3,1.0
5219057,"Mustela eversmanii Lesson, 1827",10,5,3,2018,2022,5,4,1.0
5219073,"Gulo gulo (Linnaeus, 1758)",1,1,1,2003,2003,1,0,1.0
5219173,"Canis lupus Linnaeus, 1758",1035,234,17,1829,2025,33,196,0.16751269035532995
5219200,"Canis familiaris Linnaeus, 1758",17223,385,21,2002,2025,20,23,0.8333333333333334
5219219,"Canis aureus Linnaeus, 1758",673,106,11,1975,2025,19,50,0.37254901960784315
5219362,"Genetta genetta (Linnaeus, 1758)",2459,444,4,1974,2025,43,51,0.8269230769230769
5219369,"Pusa hispida (Schreber, 1775)",269,55,5,1980,2025,33,45,0.717391304347826
5219371,"Pusa hispida saimensis (Nordquist, 1899)",30,2,1,2015,2025,7,10,0.6363636363636364
5219373,"Pusa hispida botnica (Gmelin, 1788)",57,14,3,2009,2025,11,16,0.6470588235294118
5219378,"Cystophora cristata (Erxleben, 1777)",9,8,1,1997,2004,5,7,0.625
5219516,"Galemys pyrenaicus (É.Geoffroy Saint-Hilaire, 1811)",1114,34,3,1988,2020,15,32,0.45454545454545453
5219888,"Hystrix cristata Linnaeus, 1758",288,165,1,1998,2025,16,27,0.5714285714285714
5220003,"Delphinapterus leucas (Pallas, 1776)",10,7,2,1966,2025,5,59,0.08333333333333333
5220008,"Monodon monoceros Linnaeus, 1758",4,4,2,1969,2016,2,47,0.041666666666666664
5220013,"Hyperoodon ampullatus (Forster, 1770)",26,16,5,1918,2025,12,107,0.1111111111111111
5220027,"Grampus griseus (G.Cuvier, 1812)",512,138,7,1940,2025,48,85,0.5581395348837209
5220045,"Stenella frontalis (G.Cuvier, 1829)",269,30,3,1994,2025,24,31,0.75
5220055,"Stenella coeruleoalba (Meyen, 1833)",3395,233,12,1974,2025,50,51,0.9615384615384616
5220073,"Lagenorhynchus acutus (Gray, 1828)",27,22,3,1967,2021,14,54,0.2545454545454545
5220081,"Lagenorhynchus albirostris (Gray, 1846)",73,38,7,1931,2024,29,93,0.30851063829787234
5220086,"Megaptera novaeangliae (Borowski, 1781)",132,54,9,1995,2025,19,30,0.6129032258064516
5220170,"Rupicapra rupicapra (Linnaeus, 1758)",24877,457,14,1904,2025,56,121,0.45901639344262296
5220171,"Rupicapra pyrenaica Bonaparte, 1845",2546,82,3,1978,2025,31,47,0.6458333333333334
5220561,"Emys orbicularis galloitalica Fritz, 1995",74,6,2,2013,2024,6,11,0.5
5223135,"Platyceps najadum (Eichwald, 1831)",156,68,3,1984,2025,19,41,0.4523809523809524
5225137,"Chalcides ocellatus (Forskal, 1775)",236,100,5,1998,2025,21,27,0.75
5225148,"Chalcides viridanus (Gravenhorst, 1851)",170,16,1,2005,2025,18,20,0.8571428571428571
5225153,"Chalcides sexlineatus Steindachner, 1891",37,11,1,2012,2025,11,13,0.7857142857142857
5225168,"Chalcides ocellatus zavattarii Lanza, 1954",2,2,1,2017,2017,1,0,1.0
5225172,"Chalcides ocellatus tiligugu (Gmelin, 1789)",14,12,2,2016,2023,6,7,0.75
5274865,Marsilea hirsuta R.Br.,23,1,1,1987,2025,6,38,0.15384615384615385
5274875,Marsilea quadrifolia L.,432,80,13,1800,2025,47,225,0.2079646017699115
5275131,Dryopteris fragrans (L.) Schott,157,1,1,1935,2023,25,88,0.2808988764044944
5275359,Woodwardia radicans (L.) Sm.,2561,78,5,1844,2025,48,181,0.26373626373626374
5280170,Encalypta mutica I.Hagen,498,18,2,1920,2025,44,105,0.41509433962264153
5281823,Bruchia vogesiaca Nestl. ex Schwägr.,23,10,2,1860,2018,8,158,0.050314465408805034
5282427,Meesia longiseta Hedw.,618,86,4,1864,2025,47,161,0.29012345679012347
5283624,Orthothecium lapponicum (Schimp.) C.Hartm.,182,17,2,1992,2024,20,32,0.6060606060606061
5286287,Mannia triandra (Scop.) Grolle,107,37,5,1873,2023,16,150,0.10596026490066225
5293186,Phoenix theophrasti Greuter,161,7,1,1983,2025,22,42,0.5116279069767442
5298488,Iris boissieri Henriq.,4,2,1,1946,1948,2,2,0.6666666666666666
5298613,Iris aphylla L.,115,43,9,1989,2025,16,36,0.43243243243243246
5298814,Iris arenaria Waldst. & Kit.,60,20,5,1933,2025,13,92,0.13978494623655913
5298817,Iris humilis subsp. arenaria (Waldst. & Kit.) Á.Löve & D.Löve,2,2,1,2006,2006,1,0,1.0
5298940,Iris marsica I.Ricci & Colas.,4,4,1,2022,2023,2,1,1.0
5299540,Tulipa rhodopea (Velen.) Velen.,18,2,1,2016,2025,7,9,0.7
5299588,Tulipa cypria Stapf ex Turrill,2,2,1,2019,2019,1,0,1.0
5300375,Fritillaria drenovskii Degen & Stoj.,40,4,1,2007,2024,7,17,0.3888888888888889
5300376,Fritillaria gussichiae (Degen & Dörfl.) Rix,13,8,2,2005,2024,4,19,0.2
5303738,Autonoe madeirensis (Menezes) Speta,8,3,1,2022,2024,3,2,1.0
5304200,Bellevalia dubia subsp. hackelii (Freyn) Feinbrun,23,4,1,2005,2025,6,20,0.2857142857142857
5304273,Hyacinthoides mauritanica (Schousb.) Speta,42,7,2,2008,2025,9,17,0.5
5304278,Hyacinthoides vincentina (Link & Hoffmanns.) Rothm.,3,3,2,2010,2016,2,6,0.2857142857142857
5304469,Dracaena draco (L.) L.,342,59,2,1979,2025,25,46,0.5319148936170213
5323572,Calypso bulbosa (L.) Oakes,1854,96,2,1920,2025,59,105,0.5566037735849056
5324944,Himantoglossum adriaticum H.Baumann,703,105,7,1997,2025,22,28,0.7586206896551724
5326577,"Acis nicaeensis (Ardoino) Lledó, A.P.Davis & M.B.Crespo",19,3,1,2012,2024,5,12,0.38461538461538464
5329163,Caldesia parnassifolia (Bassi) Parl.,23,7,3,1979,2025,10,46,0.2127659574468085
5329315,Najas flexilis (Willd.) Rostk. & W.L.E.Schmidt,1014,26,4,1937,2025,56,88,0.6292134831460674
5329466,Najas tenuissima (A.Braun ex Magnus) Magnus,247,18,1,1857,2022,58,165,0.3493975903614458
5341748,Mandragora officinarum L.,112,50,4,1980,2025,15,45,0.32608695652173914
5341750,Mandragora autumnalis Bertol.,256,81,5,1982,2025,22,43,0.5
5344299,Astragalus alopecurus Pall.,295,15,3,1912,2025,26,113,0.22807017543859648
5344304,Astragalus centralpinus Braun-Blanq.,1,1,1,2012,2012,1,0,1.0
5345142,Astragalus peterfii Jáv.,2,1,1,1974,2013,2,39,0.05
5345691,Astragalus aquilanus Anzal.,1,1,1,2023,2023,1,0,1.0
5346662,Astragalus tremolsianus Pau,156,1,1,1995,2003,2,8,0.2222222222222222
5347679,Genista dorycnifolia Font Quer,26,8,1,1919,2013,12,94,0.12631578947368421
5347723,Genista holopetala (Fleischm. ex W.D.J.Koch) Bald.,12,6,3,2008,2012,2,4,0.4
5352343,"Anthyllis hystrix (Willk. ex Barceló) Cardona, J.Cont. & E.Sierra",49,9,1,1976,2025,15,49,0.3
5352346,Anthyllis webbiana Hook.,3,1,1,1848,1851,2,3,0.5
5352359,Anthyllis lemanniana Lowe,49,3,1,2000,2025,13,25,0.5
5356879,Lotus azoricus P.W.Ball,81,6,1,1991,2025,13,34,0.37142857142857144
5357009,Lotus argyrodes R.P.Murray,3,3,1,2006,2024,2,18,0.10526315789473684
5359144,Trifolium saxatile All.,865,7,3,1995,2025,26,30,0.8387096774193549
5363147,Pyrus communis var. sativa DC.,34,24,1,2016,2025,9,9,0.9
5366702,Potentilla delphinensis Gren. & Godr.,251,5,1,1999,2024,17,25,0.6538461538461539
5369241,Potentilla emilii-popii Nyár.,2,2,1,2017,2017,1,0,1.0
5371473,Actaea spicata L.,9304,1836,22,1815,2025,116,210,0.5497630331753555
5371685,Caltha palustris L.,45654,4655,25,1815,2025,130,210,0.6161137440758294
5371690,Batrachium aquatile (L.) Dumort.,2,2,1,,,0,,
5371696,Ceratocephala testiculata (Crantz) Roth,2,1,1,1983,1987,2,4,0.4
5371697,Ceratocephala orthoceras DC.,2,1,1,2008,2019,2,11,0.16666666666666666
5371698,Ceratocephala falcata (L.) Pers.,62,23,2,1987,2018,10,31,0.3125
5371699,Hepatica nobilis Schreb.,25438,3190,22,1816,2025,105,209,0.5
5371700,Nigella sativa L.,16,15,6,1985,2024,6,39,0.15
5371701,Nigella hispanica L.,7,3,2,2017,2021,4,4,0.8
5371702,Nigella damascena L.,2203,662,21,1875,2025,53,150,0.3509933774834437
5371704,Actaea rubra (Aiton) Willd.,7,3,1,2020,2022,3,2,1.0
5371707,Adonis aestivalis L.,612,204,13,1873,2025,43,152,0.28104575163398693
5371709,Adonis annua L.,468,139,11,1890,2025,39,135,0.2867647058823529
5371711,Adonis vernalis L.,7832,394,12,1862,2025,90,163,0.5487804878048781
5373124,Malcolmia maritima (L.) W.T.Aiton,50,27,5,1912,2025,12,113,0.10526315789473684
5373127,Malcolmia maritima var. leucadiana Stork,8,2,1,1999,2022,3,23,0.125
5373133,Malcolmia ramosissima (Desf.) Thell.,15,9,3,1999,2024,6,25,0.23076923076923078
5373135,Malcolmia parviflora (DC.) DC.,9,7,2,1978,1993,5,15,0.3125
5373147,Malcolmia littorea (L.) W.T.Aiton,1349,80,5,1887,2025,47,138,0.3381294964028777
5373160,Malcolmia flexuosa (Sm.) Sm.,29,22,5,1904,2025,18,121,0.14754098360655737
5373164,Malcolmia flexuosa subsp. naxensis Stork,4,3,1,2021,2022,2,1,1.0
5373187,Malcolmia chia (L.) DC.,8,5,1,1996,2024,4,28,0.13793103448275862
5373192,Malcolmia orsiniana (Ten.) Ten.,16,8,2,2007,2024,6,17,0.3333333333333333
5373195,Malcolmia orsiniana subsp. angulifolia (Boiss. & Orph.) Stork,4,4,2,2006,2024,2,18,0.10526315789473684
5373201,Malcolmia graeca Boiss. & Spruner,10,7,1,2007,2022,6,15,0.375
5373203,Malcolmia graeca subsp. bicolor (Boiss. & Heldr.) Stork,7,7,1,1999,2005,3,6,0.42857142857142855
5373216,Malcolmia triloba (L.) Spreng.,72,22,2,1978,2024,18,46,0.3829787234042553
5373222,Malcolmia lacera DC.,91,5,1,2003,2019,4,16,0.23529411764705882
5373247,Cochlearia polonica E.Fröhl.,3,1,1,1975,1981,2,6,0.2857142857142857
5373251,Cochlearia aestuaria (Lloyd) Heywood,31,10,2,2013,2025,3,12,0.23076923076923078
5373254,Cochlearia danica L.,3542,464,13,1830,2025,101,195,0.5153061224489796
5373255,Cochlearia pyrenaica DC.,96,27,6,1844,2024,26,180,0.143646408839779
5373257,Cochlearia excelsa Zahlbr. ex Fritsch,34,2,1,1886,2012,10,126,0.07874015748031496
5373258,Cochlearia pyrenaica subsp. excelsa (Zahlbr. ex Fritsch) O.Schwarz,2,2,1,1847,1847,1,0,1.0
5373259,Cochlearia pyrenaica subsp. pyrenaica,2,2,1,2025,2025,1,0,1.0
5373260,Cochlearia macrorrhiza (Schur) Pobed.,2,2,1,2020,2020,1,0,1.0
5373261,Cochlearia officinalis subsp. pyrenaica (DC.) Rouy & Foucaud,2,1,1,2006,2007,2,1,1.0
5373268,Cochlearia aragonensis H.J.Coste & Soulié,84,11,1,1968,2018,11,50,0.21568627450980393
5373270,Cochlearia aragonensis subsp. navarrana (P.Monts.) Vogt,8,1,1,1972,1994,3,22,0.13043478260869565
5373271,Cochlearia bavarica Vogt,4,4,1,2008,2017,3,9,0.3
5373272,Cochlearia glastifolia L.,22,11,2,1994,2009,6,15,0.375
5373274,Cochlearia megalosperma (Maire) Vogt,17,4,1,1977,2020,11,43,0.25
