taxonKey,scientificName,n_occurrences_natura,n_sites,n_ms,year_min,year_max,n_years,temporal_span,temporal_completeness
2410,Ranunculaceae,288,159,16,1990,2025,27,35,0.75
3112,Brassicaceae,1103,338,21,1957,2025,28,68,0.4057971014492754
1036775,"Carabus Linnaeus, 1758",370,226,21,1887,2025,17,138,0.1223021582733813
1036779,"Carabus auratus Linnaeus, 1760",1473,463,8,1921,2025,31,104,0.29523809523809524
1036789,"Carabus granulatus Linnaeus, 1758",3787,1003,21,1937,2025,58,88,0.651685393258427
1079588,"Osmoderma eremita (Scopoli, 1763)",2590,254,8,1948,2025,54,77,0.6923076923076923
1085533,"Bolbelasmus unicornis (Schrank, 1789)",6,4,3,2011,2023,3,12,0.23076923076923078
1405466,"Apteromantis aptera Fuente, 1894",57,28,2,2011,2025,11,14,0.7333333333333333
1421199,"Cordulegaster heros Theischinger, 1979",127,43,9,2008,2025,17,17,0.9444444444444444
1421207,"Cordulegaster trinacriae Waterston, 1976",9,6,1,2012,2019,3,7,0.375
1421988,"Coenagrion hylas (Trybom, 1889)",32,2,1,2016,2025,9,9,0.9
1422002,"Coenagrion ornatum (Selys, 1850)",208,55,10,1985,2025,20,40,0.4878048780487805
1422012,"Coenagrion mercuriale (Charpentier, 1840)",4028,382,8,1950,2025,44,75,0.5789473684210527
1424202,"Sympecma paedisca (Brauer, 1877)",1217,223,10,1975,2025,28,50,0.5490196078431373
1425187,"Aeshna viridis Eversmann, 1836",839,160,8,1935,2025,49,90,0.5384615384615384
1426058,"Ophiogomphus cecilia (Fourcroy, 1785)",3320,405,19,1983,2025,31,42,0.7209302325581395
1426062,"Ophiogomphus serpentinus (Charpentier, 1825)",12,2,1,2013,2013,1,0,1.0
1429178,"Leucorrhinia caudalis (Charpentier, 1840)",3331,388,14,1980,2025,37,45,0.8043478260869565
1429194,"Leucorrhinia pectoralis (Charpentier, 1825)",5538,864,18,1951,2025,43,74,0.5733333333333334
1429199,"Leucorrhinia albifrons (Burmeister, 1839)",1574,360,12,1859,2025,44,166,0.2634730538922156
1429876,"Macromia splendens (Pictet, 1843)",279,41,3,1988,2025,23,37,0.6052631578947368
1683952,"Saga pedo (Pallas, 1771)",828,163,9,1928,2025,40,97,0.40816326530612246
1684312,"Isophya stysi Cejchan, 1957",18,6,2,2013,2024,4,11,0.3333333333333333
1684370,"Isophya harzi Kis, 1960",10,2,1,2013,2013,1,0,1.0
1684375,"Isophya costata Brunner von Wattenwyl, 1878",44,10,4,1940,2025,12,85,0.13953488372093023
1692648,"Baetica ustulata (Rambur, 1838)",35,1,1,2011,2025,11,14,0.7333333333333333
1695277,"Pholidoptera transsylvanica (Fischer, 1853)",67,29,3,2007,2025,11,18,0.5789473684210527
1702607,"Paracaloptenus caloptenoides (Brunner von Wattenwyl, 1861)",56,20,5,1883,2025,13,142,0.09090909090909091
1710932,"Stenobothrus eurasius Zubovski, 1898",30,4,2,2010,2023,6,13,0.42857142857142855
1716482,"Brachytrupes megacephalus (Lefebvre, 1827)",10,8,1,2008,2024,6,16,0.35294117647058826
1772458,"Xylomoia strix Mikkola, 1980",67,21,3,2004,2022,9,18,0.47368421052631576
1777695,"Arytrura musculus Ménétriés, 1859",6,5,2,2022,2024,2,2,0.6666666666666666
1862774,"Hyles hippophaes Esper, 1789",44,16,3,1896,2025,16,129,0.12307692307692308
1864161,"Proserpinus proserpina Pallas, 1772",342,197,15,1901,2025,46,124,0.368
1911093,"Coenonympha oedippus Fabricius, 1787",174,31,2,1881,2025,54,144,0.3724137931034483
1911168,"Coenonympha hero (Linnaeus, 1761)",997,125,9,1867,2025,46,158,0.2893081761006289
1911812,"Fabriciana elisa (Godart, 1823)",149,11,2,1971,2025,18,54,0.32727272727272727
1913456,"Erebia Dalman, 1816",518,176,11,1955,2025,22,70,0.30985915492957744
1916347,"Melanargia arge Sulzer, 1776",137,42,2,2006,2025,19,19,0.95
1922311,"Maculinea arion (Linnaeus, 1758)",5013,228,9,1876,2025,101,149,0.6733333333333333
1922343,"Maculinea nausithous (Bergstrasser, 1779)",65,17,3,1904,2014,30,110,0.2702702702702703
1922349,"Maculinea euphemus (Hübner, 1800)",2,2,2,1930,1957,2,27,0.07142857142857142
1922406,"Maculinea teleius (Bergstrasser, 1779)",63,21,3,1907,2018,28,111,0.25
1925962,"Helleia helle (Denis & Schiffermüller) , 1776",569,85,8,1925,2025,25,100,0.24752475247524752
1926054,"Agriades glandon (von Prunner, 1798)",1670,101,5,1851,2025,93,174,0.5314285714285715
1929270,"Lycaena dispar (Haworth, 1803)",3936,876,22,1934,2025,58,91,0.6304347826086957
1929443,"Lycaena hippothoe (Denis & Schiffermüller, 1775)",107,18,1,2016,2019,4,3,1.0
1938050,"Papilio hospiton Géné, 1839",121,26,2,1977,2025,18,48,0.3673469387755102
1938131,"Papilio alexanor Esper, 1800",351,76,5,1912,2025,50,113,0.43859649122807015
1938520,"Parnassius mnemosyne (Linnaeus, 1758)",2402,394,18,1894,2025,122,131,0.9242424242424242
1938810,"Parnassius apollo (Linnaeus, 1758)",19864,548,14,1848,2025,136,177,0.7640449438202247
1963232,"Lignyoptera fumidaria (Hübner, 1825)",16,7,4,1911,2024,11,113,0.09649122807017543
1979513,"Chondrosoma fiduciaria Anker, 1854",11,1,1,1957,1989,8,32,0.24242424242424243
1985561,"Phyllometra culminaria (Eversmann, 1843)",3,3,1,2006,2012,2,6,0.2857142857142857
2127372,"Anthrenochernes stellae Lohmander, 1939",150,64,2,1989,2025,26,36,0.7027027027027027
2145078,"Macrothele calpeiana (Walckenaer, 1805)",110,20,2,2004,2025,16,21,0.7272727272727273
2221735,"Scyllarides latus (Latreille, 1803)",198,66,7,1991,2025,25,34,0.7142857142857143
2226998,"Astacus astacus (Linnaeus, 1758)",430,157,14,1961,2025,47,64,0.7230769230769231
2279029,"Centrostephanus longispinus (Philippi, 1845)",245,41,5,2004,2025,17,21,0.7727272727272727
2294287,"Helix pomatia Linnaeus, 1758",19178,3112,23,1880,2025,81,145,0.5547945205479452
2308887,"Hirudo medicinalis Linnaeus, 1758",415,186,12,1937,2025,33,88,0.3707865168539326
2334074,"Cottus metae Freyhof, Kottelat & Nolte, 2005",2,2,1,2023,2023,1,0,1.0
2334088,"Cottus perifretum Freyhof, Kottelat & Nolte, 2005",1802,108,5,2008,2025,16,17,0.8888888888888888
2334093,"Cottus koshewnikowi Gratzianov, 1907",3,3,1,1966,1998,2,32,0.06060606060606061
2334100,"Cottus aturi Freyhof, Kottelat & Nolte, 2005",7,5,1,1997,2018,5,21,0.22727272727272727
2334116,"Cottus microstomus Heckel, 1837",2,2,1,2023,2023,1,0,1.0
2334119,"Cottus rondeleti Freyhof, Kottelat & Nolte, 2005",67,4,1,2011,2020,4,9,0.4
2334155,"Cottus petiti Băcescu & Băcescu-Meşter, 1964",28,3,1,1963,2025,10,62,0.15873015873015872
2334176,"Cottus duranii Freyhof, Kottelat & Nolte, 2005",5,4,1,2003,2019,3,16,0.17647058823529413
2334183,"Cottus rhenanus Freyhof, Kottelat & Nolte, 2005",78,32,5,2008,2025,10,17,0.5555555555555556
2348049,"Aphanius iberus (Valenciennes, 1846)",739,20,1,1993,2024,31,31,0.96875
2348104,"Aphanius fasciatus (Valenciennes, 1821)",101,46,6,1980,2025,18,45,0.391304347826087
2348137,"Aphanius almiriensis Kottelat, Barbieri & Stoumboudi, 2007",3,3,1,2014,2018,2,4,0.4
2351027,"Coregonus albula (Linnaeus, 1758)",237,52,3,1860,2025,61,165,0.3674698795180723
2351155,"Coregonus oxyrinchus (Linnaeus, 1758)",16,7,3,1987,2023,4,36,0.10810810810810811
2351208,"Coregonus fontanae Schulz & Freyhof, 2003",2,2,1,2013,2013,1,0,1.0
2351211,"Coregonus lavaretus (Linnaeus, 1758)",1572,95,4,1820,2012,111,192,0.5751295336787565
2351413,"Hucho hucho (Linnaeus, 1758)",23,11,2,2014,2025,7,11,0.5833333333333334
2351617,"Salmo ghigii Pomini, 1941",1,1,1,2024,2024,1,0,1.0
2351630,"Salmo marmoratus Cuvier, 1829",3,3,2,2008,2019,2,11,0.16666666666666666
2359289,"Parachondrostoma toxostoma (Vallot, 1837)",14592,102,1,1978,2022,43,44,0.9555555555555556
2359293,"Chondrostoma toxostoma (Vallot, 1837)",18,2,1,1999,2009,8,10,0.7272727272727273
2359297,"Parachondrostoma miegii (Steindachner, 1866)",7,4,1,2017,2023,5,6,0.7142857142857143
2359671,"Leucos basak Heckel, 1843",1,1,1,2023,2023,1,0,1.0
2359686,"Rutilus pigus (Lacepède, 1803)",4,4,1,2017,2024,3,7,0.375
2359692,"Rutilus virgo (Heckel, 1852)",5,3,3,2016,2023,4,7,0.5
2359699,"Rutilus meidingeri (Heckel, 1851)",1,1,1,2016,2016,1,0,1.0
2360181,"Aspius aspius (Linnaeus, 1758)",1315,91,6,1995,2025,30,30,0.967741935483871
2360199,"Protochondrostoma genei (Bonaparte, 1839)",12,10,1,1986,2023,9,37,0.23684210526315788
2360363,"Pseudochondrostoma willkommii (Steindachner, 1866)",4,2,1,2012,2018,4,6,0.5714285714285714
2360364,"Chondrostoma willkommii Steindachner, 1866",101,9,1,,,0,,
2360367,"Pseudochondrostoma polylepis (Steindachner, 1864)",8,7,2,2014,2025,5,11,0.4166666666666667
2360369,"Chondrostoma polylepis Steindachner, 1864",49,16,1,,,0,,
2360371,"Pseudochondrostoma duriense (Coelho, 1985)",726,10,2,2011,2025,13,14,0.8666666666666667
2360373,"Chondrostoma duriensis Coelho, 1985",219,23,2,,,0,,
2360380,"Anaecypris hispanica (Steindachner, 1866)",7,3,1,,,0,,
2360687,"Telestes souffia (Risso, 1827)",55687,114,2,1978,2025,47,47,0.9791666666666666
2360759,"Romanogobio uranoscopus (Agassiz, 1828)",5,5,2,2012,2023,3,11,0.25
2360771,"Romanogobio vladykovi (Fang, 1943)",2,2,2,1987,2012,2,25,0.07692307692307693
2360785,"Romanogobio kesslerii (Dybowski, 1862)",4,4,2,1968,2016,3,48,0.061224489795918366
2360795,"Romanogobio belingi (Slastenenko, 1934)",191,20,3,2011,2024,4,13,0.2857142857142857
2360811,"Rhodeus meridionalis Karaman, 1924",3,3,1,2022,2022,1,0,1.0
2360842,"Rhodeus amarus (Bloch, 1782)",89425,405,16,1981,2025,42,44,0.9333333333333333
2361439,"Achondrostoma arcasii (Steindachner, 1866)",92,14,1,2000,2024,20,24,0.8
2361440,"Rutilus arcasii (Steindachner, 1866)",91,15,2,,,0,,
2361445,"Achondrostoma oligolepis (Robalo, Doadrio, Almada & Kottelat, 2005)",82,9,2,2011,2025,7,14,0.4666666666666667
2361446,"Chondrostoma oligolepis Robalo, Doadrio, Almada & Kottelat, 2005",2,2,1,2005,2005,1,0,1.0
2361449,"Rutilus macrolepidotus (Steindachner, 1866)",66,12,1,,,0,,
2362920,"Alburnus albidus (Costa, 1838)",1,1,1,2013,2013,1,0,1.0
2363021,"Alburnus mento (Heckel, 1837)",8,1,1,2015,2025,3,10,0.2727272727272727
2363050,"Ladigesocypris ghigii (Gianferrari, 1927)",3,1,1,2019,2025,3,6,0.42857142857142855
2363069,"Luciobarbus comizo (Steindachner, 1864)",2,2,1,2017,2017,1,0,1.0
2363094,"Luciobarbus sclateri (Günther, 1868)",60,17,2,2011,2025,14,14,0.9333333333333333
2363097,"Luciobarbus graellsii (Steindachner, 1866)",9,7,2,2015,2023,4,8,0.4444444444444444
2363394,"Tropidophoxinellus alburnoides (Steindachner, 1866)",8,3,1,2011,2024,6,13,0.42857142857142855
2363395,"Rutilus alburnoides (Steindachner, 1866)",289,33,2,,,0,,
2363396,"Squalius alburnoides (Steindachner, 1866)",1101,15,2,2011,2024,14,13,1.0
2363553,"Telestes muticellus (Bonaparte, 1837)",90,43,1,2005,2025,13,20,0.6190476190476191
2364815,"Luciobarbus bocagei (Steindachner, 1864)",1176,33,2,2008,2025,16,17,0.8888888888888888
2365155,"Luciobarbus steindachneri (Almaça, 1967)",2,2,1,2018,2018,1,0,1.0
2365350,"Luciobarbus guiraonis (Steindachner, 1866)",985,38,1,2000,2024,25,24,1.0
2367038,"Pelecus cultratus (Linnaeus, 1758)",10,7,5,1994,2025,7,31,0.21875
2367622,"Iberochondrostoma lemmingii (Steindachner, 1866)",1,1,1,2018,2018,1,0,1.0
2367623,"Rutilus lemmingi (Steindachner, 1866)",115,14,1,,,0,,
2367624,"Chondrostoma lemmingii (Steindachner, 1866)",2,2,1,2011,2011,1,0,1.0
2367628,"Chondrostoma almacai Coelho, Mesquita & Collares-Pereira, 2005",30,4,1,,,0,,
2367629,"Chondrostoma lusitanicum Collares-Pereira, 1980",39,8,1,,,0,,
2367872,"Sabanejewia balcanica (Karaman, 1922)",8,6,4,2008,2024,4,16,0.23529411764705882
2367894,"Sabanejewia bulgarica (Drensky, 1928)",3,3,2,1955,2014,2,59,0.03333333333333333
2367936,"Misgurnus fossilis (Linnaeus, 1758)",549,112,11,1985,2025,24,40,0.5853658536585366
2368179,"Cobitis calderoni Băcescu, 1962",4,2,1,2011,2011,1,0,1.0
2368185,"Cobitis taenia Linnaeus, 1758",12337,287,10,1895,2025,43,130,0.3282442748091603
2368204,"Cobitis strumicae Karaman, 1955",5,5,2,2022,2025,3,3,0.75
2368212,"Cobitis elongatoides Băcescu & Mayer, 1969",33,22,8,2007,2024,10,17,0.5555555555555556
2368222,"Cobitis bilineata Canestrini, 1865",525,26,2,2005,2025,14,20,0.6666666666666666
2368245,"Cobitis paludica (de Buen, 1930)",1287,41,2,1998,2024,25,26,0.9259259259259259
2368253,"Cobitis elongata Heckel & Kner, 1858",2,2,1,2020,2020,1,0,1.0
2375330,"Economidichthys pygmaeus (Holly, 1929)",3,3,1,2021,2022,2,1,1.0
2375697,"Knipowitschia panizzae (Verga, 1841)",22,10,2,2011,2023,5,12,0.38461538461538464
2382111,"Zingel streber (Siebold, 1863)",2,2,1,2016,2021,2,5,0.3333333333333333
2382114,"Zingel zingel (Linnaeus, 1766)",10,7,3,1966,2025,5,59,0.08333333333333333
2382117,"Zingel asper (Linnaeus, 1758)",535,14,1,1970,2021,30,51,0.5769230769230769
2382142,"Gymnocephalus baloni Holcík & Hensel, 1974",3,3,2,1971,2016,2,45,0.043478260869565216
2382143,"Gymnocephalus schraetser (Linnaeus, 1758)",8,8,4,1995,2025,5,30,0.16129032258064516
2402105,"Huso huso (Linnaeus, 1758)",15,2,2,2016,2019,2,3,0.5
2402129,"Acipenser gueldenstaedtii Brandt & Ratzeburg, 1833",54,20,3,2005,2025,12,20,0.5714285714285714
2402168,"Acipenser ruthenus Linnaeus, 1758",6,5,3,2016,2022,3,6,0.42857142857142855
2402203,"Acipenser sturio Linnaeus, 1758",1072,29,5,1892,2025,20,133,0.14925373134328357
2412623,"Alosa fallax (Lacepède, 1803)",32703,57,8,1886,2024,68,138,0.4892086330935252
2412685,"Alosa alosa (Linnaeus, 1758)",1095,40,6,1886,2021,27,135,0.19852941176470587
2412712,"Alosa agone (Scopoli, 1786)",2,2,1,2019,2022,2,3,0.5
2421307,"Eudontomyzon danfordi Regan, 1911",1,1,1,2021,2021,1,0,1.0
2421315,"Eudontomyzon mariae (Berg, 1931)",1,1,1,2020,2020,1,0,1.0
2421365,"Lampetra fluviatilis (Linnaeus, 1758)",6994,147,9,1886,2025,53,139,0.37857142857142856
2421402,"Lampetra planeri (Bloch, 1784)",43912,530,13,1972,2025,49,53,0.9074074074074074
2422507,"Epidalea calamita (Laurenti, 1768)",16396,1025,16,1965,2025,57,60,0.9344262295081968
2423435,"Bombina variegata (Linnaeus, 1758)",5263,612,15,1882,2025,59,143,0.4097222222222222
2423436,"Bombina pachypus (Bonaparte, 1838)",1,1,1,2024,2024,1,0,1.0
2423443,"Bombina bombina (Linnaeus, 1761)",8111,316,14,1925,2025,52,100,0.5148514851485149
2426609,"Alytes muletensis (Sanchíz & Adrover, 1979)",28,2,1,1971,2022,4,51,0.07692307692307693
2426610,"Alytes cisternasii Boscá, 1879",312,53,2,1985,2025,24,40,0.5853658536585366
2426612,"Alytes obstetricans (Laurenti, 1768)",4050,546,6,1976,2025,43,49,0.86
2426613,"Alytes dickhilleni Arntzen & García-París, 1995",34,7,1,2017,2025,8,8,0.8888888888888888
2426615,"Discoglossus sardus Tschudi, 1837",508,28,2,1914,2025,39,111,0.3482142857142857
2426616,"Discoglossus galganoi Capula, Nascetti, Lanza, Bullini & Crespo, 1985",450,113,2,1985,2025,29,40,0.7073170731707317
2426617,"Discoglossus pictus Otth, 1837",627,90,4,1976,2025,37,49,0.74
2426621,"Discoglossus montalentii Lanza, Nascetti, Capula & Bullini, 1984",162,16,1,1997,2025,18,28,0.6206896551724138
2426640,"Pelophylax bedriagae (Camerano, 1882)",329,26,2,1997,2025,21,28,0.7241379310344828
2426650,"Pelophylax kurtmuelleri (Gayda, 1940)",56,10,1,2006,2025,12,19,0.6
2426654,"Pelophylax lessonae (Camerano, 1882)",4370,395,15,1978,2025,46,47,0.9583333333333334
2426655,"Rana lessonae Camerano, 1882",206,40,4,1934,2024,48,90,0.5274725274725275
2426658,"Pelophylax perezi (López-Seoane, 1885)",9444,673,3,1975,2025,50,50,0.9803921568627451
2426660,"Rana perezi López-Seoane, 1885",587,63,2,1982,2009,7,27,0.25
2426661,"Pelophylax ridibundus (Pallas, 1771)",11881,976,22,1979,2025,40,46,0.851063829787234
2426662,"Rana ridibunda Pallas, 1771",280,42,7,1987,2024,22,37,0.5789473684210527
2426670,"Pelophylax cerigensis (Beerli, Hotz, Tunner, Heppich & Uzzell, 1994)",11,3,1,2014,2023,4,9,0.4
2426672,"Pelophylax cretensis (Beerli, Hotz, Tunner, Heppich & Uzzell, 1994)",173,14,1,1998,2025,11,27,0.39285714285714285
2426760,"Rana dalmatina Fitzinger, 1838",16989,1292,16,1897,2025,57,128,0.4418604651162791
2426774,"Rana iberica Boulenger, 1879",717,61,2,1975,2025,25,50,0.49019607843137253
2426788,"Rana latastei Boulenger, 1879",24,4,3,2010,2024,9,14,0.6
2426789,"Rana arvalis Nilsson, 1842",11184,1287,18,1938,2025,53,87,0.6022727272727273
2426793,"Rana pyrenaica Serra-Cobo, 1993",60,11,2,2003,2024,11,21,0.5
2426795,"Rana graeca Boulenger, 1891",245,53,2,2000,2025,20,25,0.7692307692307693
2426805,"Rana temporaria Linnaeus, 1758",35434,4018,25,1856,2025,78,169,0.4588235294117647
2426815,"Rana italica Dubois, 1987",482,142,1,2006,2025,17,19,0.85
2427555,"Hyla meridionalis Boettger, 1874",12567,382,6,1966,2025,54,59,0.9
2427563,"Hyla sarda (De Betta, 1853)",171,56,2,2004,2025,21,21,0.9545454545454546
2427573,"Hyla arborea (Linnaeus, 1758)",12708,919,19,1900,2025,61,125,0.48412698412698413
2427580,"Hyla molleri Bedriaga, 1889",524,130,3,1984,2025,24,41,0.5714285714285714
2427598,"Hyla intermedia Boulenger, 1882",501,156,1,1999,2025,21,26,0.7777777777777778
2427599,"Hyla savignyi Audouin, 1827",54,16,1,2012,2025,9,13,0.6428571428571429
2430565,"Pelobates cultripes (Cuvier, 1829)",1324,181,3,1941,2025,40,84,0.47058823529411764
2430566,"Pelobates syriacus Boettger, 1889",53,12,2,2003,2024,12,21,0.5454545454545454
2430567,"Pelobates fuscus (Laurenti, 1768)",2086,305,15,1963,2025,47,62,0.746031746031746
2431451,"Speleomantes supramontis (Lanza, Nascetti & Bullini, 1986)",18,2,1,2016,2024,5,8,0.5555555555555556
2431452,"Speleomantes imperialis (Stefani, 1969)",3,1,1,2023,2023,1,0,1.0
2431453,"Speleomantes strinatii (Aellen, 1958)",539,42,2,1954,2025,33,71,0.4583333333333333
2431455,"Speleomantes ambrosii (Lanza, 1955)",9,3,1,2023,2025,3,2,1.0
2431457,"Speleomantes flavus (Stefani, 1969)",3,1,1,2023,2023,1,0,1.0
2431672,"Speleomantes genei (Temminck & Schlegel, 1838)",8,2,1,2003,2024,6,21,0.2727272727272727
2431780,"Salamandra lanzai Nascetti, Andreone, Capula & Bullini, 1988",52,4,2,2013,2025,9,12,0.6923076923076923
2431781,"Salamandra atra Laurenti, 1768",1928,116,6,1885,2025,57,140,0.40425531914893614
2431824,"Calotriton asper (Dugès, 1852)",1892,78,2,1970,2025,33,55,0.5892857142857143
2431825,"Euproctus asper (Dugès, 1852)",14,6,2,1999,2012,5,13,0.35714285714285715
2431852,"Salamandrina terdigitata (Bonnaterre, 1789)",28,13,1,2007,2025,10,18,0.5263157894736842
2431885,"Triturus cristatus (Laurenti, 1768)",7068,783,12,1934,2025,57,91,0.6195652173913043
2431886,"Triturus marmoratus (Latreille, 1800)",1823,283,3,1970,2025,47,55,0.8392857142857143
2431887,"Triturus carnifex (Laurenti, 1768)",516,66,6,2001,2025,18,24,0.72
2431888,"Triturus macedonicus (Karaman, 1922)",8,3,1,2010,2022,4,12,0.3076923076923077
2431889,"Triturus pygmaeus (Wolterstorff, 1905)",684,34,2,2004,2025,20,21,0.9090909090909091
2431891,"Triturus dobrogicus (Kiritzescu, 1903)",183,41,7,1984,2025,16,41,0.38095238095238093
2431895,"Triturus vulgaris (Linnaeus, 1758)",523,121,6,1921,2025,47,104,0.44761904761904764
2431938,"Chioglossa lusitanica Bocage, 1864",211,14,2,2002,2009,5,7,0.625
2431940,"Euproctus montanus (Savi, 1838)",372,21,1,1982,2025,28,43,0.6363636363636364
2431941,"Euproctus platycephalus (Gravenhorst, 1829)",4,2,1,2017,2023,2,6,0.2857142857142857
2432042,"Proteus anguinus Laurenti, 1768",110,3,1,1989,2025,16,36,0.43243243243243246
2432359,"Eptesicus serotinus (Schreber, 1774)",4473,530,16,1936,2025,31,89,0.34444444444444444
2432384,"Myotis Kaup, 1829",11874,573,18,1957,2025,48,68,0.6956521739130435
2432389,"Myotis nattereri (Kuhl, 1817)",1463,333,17,1950,2025,43,75,0.5657894736842105
2432414,"Myotis blythii (Tomes, 1857)",220,54,10,1997,2025,22,28,0.7586206896551724
2432416,"Myotis myotis (Borkhausen, 1797)",2788,275,19,1980,2025,42,45,0.9130434782608695
2432427,"Myotis bechsteinii (Kuhl, 1817)",336,105,11,1961,2025,39,64,0.6
2432430,"Myotis capaccinii (Bonaparte, 1837)",152,16,3,1997,2020,18,23,0.75
2432439,"Myotis daubentonii (Kuhl, 1817)",9869,877,21,1961,2025,48,64,0.7384615384615385
2432452,"Myotis dasycneme (Boie, 1825)",1084,177,8,1965,2025,31,60,0.5081967213114754
2432470,"Myotis emarginatus (E.Geoffroy, 1806)",1918,134,17,1964,2025,27,61,0.43548387096774194
2432564,"Vespertilio murinus Linnaeus, 1758",1627,328,17,1989,2025,34,36,0.918918918918919
2432582,"Barbastella barbastellus (Schreber, 1774)",2994,239,17,1956,2025,38,69,0.5428571428571428
2432614,"Rhinolophus hipposideros (Bechstein, 1800)",2537,141,15,1968,2025,36,57,0.6206896551724138
2432621,"Rhinolophus euryale Blasius, 1853",1789,44,4,1996,2024,29,28,1.0
2432655,"Rhinolophus ferrumequinum (Schreber, 1774)",2276,190,13,1976,2025,33,49,0.66
2432666,"Rhinolophus blasii Peters, 1867",1,1,1,2012,2012,1,0,1.0
2432667,"Rhinolophus mehelyi Matschie, 1901",47,24,2,1998,2018,6,20,0.2857142857142857
2432953,"Rousettus aegyptiacus (E.Geoffroy, 1810)",10,4,1,2022,2025,2,3,0.5
2433009,"Tadarida teniotis (Rafinesque, 1814)",2472,128,6,1990,2025,32,35,0.8888888888888888
2433433,"Ursus arctos Linnaeus, 1758",391,100,16,1973,2025,29,52,0.5471698113207547
2433709,"Vormela peregusna (Güldenstädt, 1770)",4,2,1,2018,2018,1,0,1.0
2433753,"Lutra lutra (Linnaeus, 1758)",27519,2129,22,1935,2025,59,90,0.6483516483516484
2434255,"Herpestes ichneumon (Linnaeus, 1758)",717,125,2,2003,2025,23,22,1.0
2434532,"Alopex lagopus (Linnaeus, 1758)",3,1,1,1986,1990,2,4,0.4
2434779,"Monachus monachus (Hermann, 1779)",59,19,5,1983,2025,14,42,0.32558139534883723
2434793,"Phoca vitulina Linnaeus, 1758",130948,566,8,1933,2025,67,92,0.7204301075268817
2434801,"Pagophilus groenlandicus (Erxleben, 1777)",7,7,2,1987,2019,4,32,0.12121212121212122
2434806,"Halichoerus grypus (Fabricius, 1791)",259306,673,14,1964,2025,55,61,0.8870967741935484
2435240,"Lynx lynx (Linnaeus, 1758)",144,84,13,1968,2025,23,57,0.39655172413793105
2435261,"Lynx pardinus (Temminck, 1827)",611,15,2,1978,2023,9,45,0.1956521739130435
2435553,"Crocidura sicula Miller, 1900",1,1,1,2024,2024,1,0,1.0
2436756,"Lepus timidus Linnaeus, 1758",2582,392,9,1939,2025,59,86,0.6781609195402298
2437136,"Atelerix algirus (Lereboullet, 1842)",269,74,2,1987,2025,19,38,0.48717948717948717
2437258,"Pteromys volans (Linnaeus, 1758)",5292,498,2,1981,2025,44,44,0.9777777777777777
2437304,"Spermophilus citellus (Linnaeus, 1766)",1749,120,7,1975,2025,29,50,0.5686274509803921
2437323,"Spermophilus suslicus (Güldenstaedt, 1770)",13,7,2,2015,2020,4,5,0.6666666666666666
2438502,"Dinaromys bogdanovi (Martino, 1922)",8,2,1,2011,2011,1,0,1.0
2438635,"Microtus oeconomus (Pallas, 1776)",160,22,7,1967,2025,16,58,0.2711864406779661
2438637,"Microtus tatricus Kratochvíl, 1952",2,1,1,2021,2021,1,0,1.0
2438668,"Microtus cabrerae Thomas, 1906",287,19,1,1992,2025,18,33,0.5294117647058824
2438704,"Cricetus cricetus (Linnaeus, 1758)",56,28,5,2000,2024,16,24,0.64
2439449,"Sicista betulina (Pallas, 1779)",105,39,9,1968,2024,25,56,0.43859649122807015
2439658,"Muscardinus avellanarius (Linnaeus, 1758)",1477,430,18,1849,2025,48,176,0.2711864406779661
2439688,"Dryomys nitedula (Pallas, 1778)",70,30,7,1924,2025,15,101,0.14705882352941177
2440339,"Eubalaena glacialis (Müller, 1776)",13,6,2,1737,2008,5,271,0.01838235294117647
2440352,"Physeter catodon Linnaeus, 1758",2,2,1,2015,2015,1,0,1.0
2440369,"Ziphius cavirostris G.Cuvier, 1823",156,51,6,1917,2023,41,106,0.38317757009345793
2440397,"Mesoplodon europaeus (Gervais, 1855)",4,3,1,1995,2019,2,24,0.08
2440403,"Mesoplodon densirostris (Blainville, 1817)",31,9,3,1997,2025,9,28,0.3103448275862069
2440412,"Mesoplodon bidens (Sowerby, 1804)",43,18,6,1926,2025,11,99,0.11
2440417,"Mesoplodon mirus True, 1913",1,1,1,1987,1987,1,0,1.0
2440433,"Steno bredanensis (G.Cuvier, 1828)",24,9,2,2005,2025,11,20,0.5238095238095238
2440440,"Pseudorca crassidens (Owen, 1846)",6,6,4,1995,2017,6,22,0.2608695652173913
2440447,"Tursiops truncatus (Montagu, 1821)",11152,480,15,1918,2025,62,107,0.5740740740740741
2440483,"Orcinus orca (Linnaeus, 1758)",101,31,9,1918,2025,26,107,0.24074074074074073
2440493,"Lagenodelphis hosei Fraser, 1956",2,2,1,1984,1984,1,0,1.0
2440596,"Globicephala melas (Traill, 1809)",1753,171,8,1918,2025,59,107,0.5462962962962963
2440601,"Globicephala melaena (Traill, 1809)",15,7,2,1958,2012,6,54,0.10909090909090909
2440605,"Globicephala macrorhynchus Gray, 1846",851,21,3,1994,2025,26,31,0.8125
2440669,"Phocoena phocoena (Linnaeus, 1758)",24881,428,12,1914,2025,72,111,0.6428571428571429
2440691,"Kogia sima (Owen, 1866)",3,3,2,1986,2008,2,22,0.08695652173913043
2440694,"Kogia breviceps (Blainville, 1838)",24,19,2,1971,2022,16,51,0.3076923076923077
2440709,"Balaenoptera borealis Lesson, 1828",11,11,4,1955,2021,8,66,0.11940298507462686
